Subject,Group,RT,Response,Audio,Speaker,Word,Vowel,Tone,Mode,Acc,Location,QuadraticTerm,LinearTerm,DF,Endingpoint,Tvalue_min,Duration,Mean_F0,musicaltraining,Gender,Assign
S09,native,1966.3,Tone 3,normal027_无-u-Tone_2.mp3,speaker027,无,u,Tone 2,normal,0,10,0.007824557,-0.189586357,2.608153849,1.907729204,1.267287038,0.397,105.1612526,0,0,1
S09,native,1462.8,Tone 3,normal032_底-i-Tone_3.mp3,speaker032,底,i,Tone 3,normal,1,11,0.013958497,-0.469777545,2.2949599,0.454204245,0.085828347,0.303,132.1000994,0,0,1
S09,native,1317.3,Tone 3,normal031_五-u-Tone_3.mp3,speaker031,五,u,Tone 3,normal,1,10,0.007047994,-0.122852578,2.293911696,1.534577956,0.840703854,0.391,95.2832754,0,0,1
S09,native,1078.9,Tone 3,normal031_底-i-Tone_3.mp3,speaker031,底,i,Tone 3,normal,1,7,0.007047994,-0.122852578,2.503725084,1.202569142,0.133543512,0.391,92.3592379,0,0,1
S09,native,1223.5,Tone 3,normal032_渴-e-Tone_3.mp3,speaker032,渴,e,Tone 3,normal,1,9,0.013958497,-0.469777545,2.264509382,0.631167859,0.120353591,0.317,134.321761,0,0,1
S09,native,896.7,Tone 3,normal032_五-u-Tone_3.mp3,speaker032,五,u,Tone 3,normal,1,7,0.013958497,-0.469777545,2.148109199,0.703786505,0.252329829,0.332,141.3344437,0,0,1
S09,native,892,Tone 2,normal032_敌-i-Tone_2.mp3,speaker032,敌,i,Tone 2,normal,1,1,0.013958497,-0.469777545,2.102610463,1.747592608,0.303916964,0.212,152.8028971,0,0,0
S09,native,1213,Tone 3,normal031_雨-y-Tone_3.mp3,speaker031,雨,y,Tone 3,normal,1,10,0.007047994,-0.122852578,2.426057065,1.013585104,0.395317766,0.383,88.75860317,0,0,1
S09,native,1030.5,Tone 2,normal032_鱼-y-Tone_2.mp3,speaker032,鱼,y,Tone 2,normal,1,1,0.013958497,-0.469777545,1.865499885,2.236868873,0.57275642,0.224,157.3424463,0,0,0
S09,native,935.1,Tone 3,normal033_雨-y-Tone_3.mp3,speaker033,雨,y,Tone 3,normal,1,10,0.007319487,-0.143243322,2.174894592,1.219060457,0.439194355,0.488,108.9612793,0,0,1
S09,native,791.3,Tone 3,normal033_渴-e-Tone_3.mp3,speaker033,渴,e,Tone 3,normal,1,4,0.007319487,-0.143243322,2.063185981,0.922576465,0.527381478,0.432,108.8237184,0,0,1
S09,native,920,Tone 3,normal033_五-u-Tone_3.mp3,speaker033,五,u,Tone 3,normal,1,12,0.007319487,-0.143243322,2.119315168,1.07718916,0.483070915,0.484,107.3259666,0,0,1
S09,native,1107.5,Tone 2,normal033_敌-i-Tone_2.mp3,speaker033,敌,i,Tone 2,normal,1,1,0.007319487,-0.143243322,1.747747764,2.004546152,0.776400676,0.302,131.3014542,0,0,0
S09,native,811.1,Tone 2,normal033_鱼-y-Tone_2.mp3,speaker033,鱼,y,Tone 2,normal,1,9,0.007319487,-0.143243322,1.804346917,2.208552477,0.731719103,0.315,134.6891964,0,0,0
S09,native,1015.3,Tone 3,normal033_把-a-Tone_3.mp3,speaker033,把,a,Tone 3,normal,1,1,0.007319487,-0.143243322,2.465553046,0.882115202,0.209737265,0.408,107.7962221,0,0,1
S09,native,820.1,Tone 3,normal033_底-i-Tone_3.mp3,speaker033,底,i,Tone 3,normal,1,10,0.007319487,-0.143243322,2.215185509,1.378712955,0.407387138,0.433,108.3620273,0,0,1
S09,native,856.1,Tone 2,normal033_咳-e-Tone_2.mp3,speaker033,咳,e,Tone 2,normal,1,1,0.007319487,-0.143243322,1.83598628,1.662945822,0.70674176,0.25,121.2750362,0,0,0
S09,native,936.1,Tone 2,normal033_拔-a-Tone_2.mp3,speaker033,拔,a,Tone 2,normal,1,10,0.007319487,-0.143243322,1.928081902,0.953860427,0.634037893,0.26,111.2376865,0,0,0
S09,native,767.1,Tone 2,normal033_无-u-Tone_2.mp3,speaker033,无,u,Tone 2,normal,1,12,0.007319487,-0.143243322,1.655763149,2.660298182,0.849016909,0.378,139.7528253,0,0,0
S10,native,1807.4,Tone 3,loud003_雨-y-Tone_3.mp3,speaker003,雨,y,Tone 3,loud,1,15,0.018803786,-0.378383701,0.713189028,2.61347241,1.409382345,0.618,246.5003783,0,1,1
S10,native,2114.4,Tone 2,loud003_鱼-y-Tone_2.mp3,speaker003,鱼,y,Tone 2,loud,1,1,0.018803786,-0.378383701,-0.365073074,4.545317392,2.2673878689999998,0.415,399.2727266,0,1,0
S10,native,2634.8,Tone 3,loud003_渴-e-Tone_3.mp3,speaker003,渴,e,Tone 3,loud,1,11,0.018803786,-0.378383701,0.307469383,3.177107236,1.732225646,0.493,278.2104,0,1,1
S10,native,1659.4,Tone 2,loud001_敌-i-Tone_2.mp3,speaker001,敌,i,Tone 2,loud,1,6,0.010180158,-0.216025447,0.260042792,2.925140355,1.840753465,0.251,258.5195128,0,1,0
S10,native,1414.5,Tone 3,loud003_把-a-Tone_3.mp3,speaker003,把,a,Tone 3,loud,1,12,0.018803786,-0.378383701,-0.008691605,2.865974594,1.983804435,0.431,276.0738281,0,1,1
S10,native,1324,Tone 3,loud001_渴-e-Tone_3.mp3,speaker001,渴,e,Tone 3,loud,1,11,0.010180158,-0.216025447,1.211727019,2.131775634,0.889069238,0.444,193.2798475,0,1,1
S10,native,3202.6,Tone 3,loud006_五-u-Tone_3.mp3,speaker006,五,u,Tone 3,loud,1,11,0.007692007,-0.076756371,-0.670190997,3.936552489,2.290729577,0.623,299.0131125,0,1,1
S10,native,1220,Tone 3,loud001_雨-y-Tone_3.mp3,speaker001,雨,y,Tone 3,loud,1,14,0.010180158,-0.216025447,0.922187218,2.51769687,1.178609039,0.489,201.3164593,0,1,1
S10,native,1358.5,Tone 2,loud001_无-u-Tone_2.mp3,speaker001,无,u,Tone 2,loud,1,4,0.010180158,-0.216025447,0.189935214,2.979233756,1.910861043,0.242,267.6822582,0,1,0
S10,native,1491.2,Tone 3,loud001_五-u-Tone_3.mp3,speaker001,五,u,Tone 3,loud,1,13,0.010180158,-0.216025447,0.986179176,2.2088583,1.114617081,0.508,206.1853593,0,1,1
S10,native,1281.5,Tone 2,loud006_拔-a-Tone_2.mp3,speaker006,拔,a,Tone 2,loud,1,1,0.007692007,-0.076756371,-0.238056796,3.984170673,1.861366614,0.396,293.1744979,0,1,0
S10,native,1278,Tone 2,loud006_敌-i-Tone_2.mp3,speaker006,敌,i,Tone 2,loud,1,9,0.007692007,-0.076756371,-0.83221151,3.98416928,2.451711067,0.421,313.6788465,0,1,0
S10,native,1390.3,Tone 2,loud001_咳-e-Tone_2.mp3,speaker001,咳,e,Tone 2,loud,1,6,0.010180158,-0.216025447,0.284903617,2.581682878,1.815892641,0.207,242.0103733,0,1,0
S10,native,4391.9,Tone 2,loud001_鱼-y-Tone_2.mp3,speaker001,鱼,y,Tone 2,loud,1,6,0.010180158,-0.216025447,0.323936673,3.144330581,1.776859584,0.262,261.3258609,0,1,0
S10,native,1794.5,Tone 2,loud003_五-u-Tone_3.mp3,speaker003,五,u,Tone 3,loud,0,5,0.018803786,-0.378383701,-0.50893062,3.617521686,2.381859637,0.345,342.5589355,0,1,0
S10,native,2070.1,Tone 2,loud003_咳-e-Tone_2.mp3,speaker003,咳,e,Tone 2,loud,1,4,0.018803786,-0.378383701,-1.274670116,3.952103204,2.991181542,0.304,389.1510786,0,1,0
S10,native,1267.2,Tone 2,loud003_无-u-Tone_2.mp3,speaker003,无,u,Tone 2,loud,1,1,0.018803786,-0.378383701,-1.667025283,4.267019666,3.303390327,0.276,447.1932618,0,1,0
S10,native,845.9,Tone 2,loud003_拔-a-Tone_2.mp3,speaker003,拔,a,Tone 2,loud,1,1,0.018803786,-0.378383701,-1.085178585,3.724511461,2.840397442,0.38,404.944275,0,1,0
S10,native,1010.7,Tone 3,loud006_把-a-Tone_3.mp3,speaker006,把,a,Tone 3,loud,1,11,0.007692007,-0.076756371,0.106457708,2.661024517,1.51906145,0.48,238.7319037,0,1,1
S10,native,1120.3,Tone 2,loud001_拔-a-Tone_2.mp3,speaker001,拔,a,Tone 2,loud,1,7,0.010180158,-0.216025447,0.787124305,2.882301268,1.313671952,0.242,223.3060233,0,1,0
S10,native,1094.4,Tone 3,loud001_底-i-Tone_3.mp3,speaker001,底,i,Tone 3,loud,1,14,0.010180158,-0.216025447,1.113889734,5,0.986906524,0.49,220.5033047,0,1,1
S10,native,2967.9,Tone 2,loud006_咳-e-Tone_2.mp3,speaker006,咳,e,Tone 2,loud,1,7,0.007692007,-0.076756371,-0.971752897,4.470617768,2.590357588,0.443,336.8438475,0,1,0
S10,native,1349.1,Tone 2,loud003_敌-i-Tone_2.mp3,speaker003,敌,i,Tone 2,loud,1,1,0.018803786,-0.378383701,-0.794114351,3.550429734,2.608788893,0.343,377.1531531,0,1,0
S10,native,1909.4,Tone 3,loud001_把-a-Tone_3.mp3,speaker001,把,a,Tone 3,loud,1,11,0.010180158,-0.216025447,1.921831425,1.94333114,0.178964832,0.489,174.1147517,0,1,1
S10,native,3589.4,Tone 3,loud003_底-i-Tone_3.mp3,speaker003,底,i,Tone 3,loud,1,11,0.018803786,-0.378383701,-0.680887818,3.722873782,2.518691142,0.504,350.7695259,0,1,1
S10,native,2378.7,Tone 3,loud006_底-i-Tone_3.mp3,speaker006,底,i,Tone 3,loud,1,11,0.007692007,-0.076756371,-0.188893029,3.064266083,1.812518129,0.506,257.1699355,0,1,1
S10,native,4565.9,Tone 2,loud008_咳-e-Tone_2.mp3,speaker008,咳,e,Tone 2,loud,1,8,0.01361973,-0.279186217,1.385862807,4.15481596,2.620179006,0.334,142.8702036,0,1,0
S10,native,2134.5,Tone 2,loud007_咳-e-Tone_2.mp3,speaker007,咳,e,Tone 2,loud,1,7,0.026350792,-0.478999168,0.059689366,3.80656463,2.612729568,0.378,272.6705882,0,1,0
S10,native,1200,Tone 3,loud007_雨-y-Tone_3.mp3,speaker007,雨,y,Tone 3,loud,1,9,0.01361973,-0.279186217,0.609867505,2.231175071,1.619786702,0.571,220.8751402,0,1,1
S10,native,898.3,Tone 2,loud007_拔-a-Tone_2.mp3,speaker007,拔,a,Tone 2,loud,1,6,0.026350792,-0.478999168,0.620918977,3.072283158,1.896866994,0.403,222.417189,0,1,0
S10,native,1348.8,Tone 3,loud007_底-i-Tone_3.mp3,speaker007,底,i,Tone 3,loud,1,8,0.026350792,-0.478999168,0.51813997,2.486662038,2.027964219,0.523,241.17915730000001,0,1,1
S10,native,1050.4,Tone 2,loud007_无-u-Tone_2.mp3,speaker007,无,u,Tone 2,loud,1,1,0.026350792,-0.478999168,0.25671683,4.989957397,2.361416051,0.417,292.5915108,0,1,0
S10,native,1130.7,Tone 2,loud008_鱼-y-Tone_2.mp3,speaker008,鱼,y,Tone 2,loud,1,12,0.005364337,-0.085249935,1.487226429,4.751297794,3.215954641,0.413,155.034475,0,1,0
S10,native,1218.3,Tone 3,loud007_渴-e-Tone_3.mp3,speaker007,渴,e,Tone 3,loud,1,11,0.026350792,-0.478999168,0.671629003,2.325766724,1.832185072,0.482,232.122232,0,1,1
S10,native,951.6,Tone 2,loud008_无-u-Tone_2.mp3,speaker008,无,u,Tone 2,loud,1,1,0.005364337,-0.085249935,1.659860774,5,2.755094117,0.449,151.4347048,0,1,0
S10,native,873.5,Tone 2,loud007_鱼-y-Tone_2.mp3,speaker007,鱼,y,Tone 2,loud,1,1,0.01361973,-0.279186217,0.240058843,4.962838314,2.091487011,0.431,276.8769226,0,1,0
S10,native,917.1999999,Tone 2,loud007_敌-i-Tone_2.mp3,speaker007,敌,i,Tone 2,loud,1,10,0.026350792,-0.478999168,0.366873453,3.899269795,2.22090849,0.377,248.3487546,0,1,0
S10,native,2179.4,Tone 2,loud008_拔-a-Tone_2.mp3,speaker008,拔,a,Tone 2,loud,1,13,0.01361973,-0.279186217,1.564376607,2.255795584,2.143622829,0.354,145.986001,0,1,0
S10,native,1363.3,Tone 3,loud008_雨-y-Tone_3.mp3,speaker008,雨,y,Tone 3,loud,1,9,0.005364337,-0.085249935,1.739556746,4.044563818,2.542339654,0.417,141.4917697,0,1,1
S10,native,1912.6,Tone 3,loud009_五-u-Tone_3.mp3,speaker009,五,u,Tone 3,loud,1,13,0.00401111,0.00324491,0.255002857,3.644925498,1.321377681,0.544,263.9617608,0,1,1
S10,native,1032.1,Tone 2,loud006_无-u-Tone_2.mp3,speaker006,无,u,Tone 2,loud,1,1,0.007692007,-0.076756371,-0.965820046,4.191130713,2.584462783,0.415,326.903639,0,1,0
S10,native,1154,Tone 3,loud008_把-a-Tone_3.mp3,speaker008,把,a,Tone 3,loud,1,9,0.01361973,-0.279186217,1.598222124,3.465503286,2.053269645,0.469,133.4727723,0,1,1
S10,native,809.7,Tone 2,loud006_鱼-y-Tone_2.mp3,speaker006,鱼,y,Tone 2,loud,1,1,0.007692007,-0.076756371,-0.520728645,5,2.142225713,0.617,337.0239616,0,1,0
S10,native,1095,Tone 2,loud008_敌-i-Tone_2.mp3,speaker008,敌,i,Tone 2,loud,1,5,0.01361973,-0.279186217,1.106782236,4.567791805,3.36520583,0.348,164.1790465,0,1,0
S10,native,1210.2,Tone 3,loud008_五-u-Tone_3.mp3,speaker008,五,u,Tone 3,loud,1,12,0.005364337,-0.085249935,1.618878565,4.648964494,2.864499243,0.479,152.1086035,0,1,1
S10,native,1388.1,Tone 3,loud007_把-a-Tone_3.mp3,speaker007,把,a,Tone 3,loud,1,10,0.026350792,-0.478999168,1.078783646,2.643467232,1.312849019,0.484,204.1320785,0,1,1
S10,native,1128.4,Tone 3,loud007_五-u-Tone_3.mp3,speaker007,五,u,Tone 3,loud,1,10,0.01361973,-0.279186217,0.698071878,2.096180256,1.507279792,0.492,206.0618973,0,1,1
S10,native,1532,Tone 3,loud006_渴-e-Tone_3.mp3,speaker006,渴,e,Tone 3,loud,1,12,0.007692007,-0.076756371,-0.559334977,3.590722945,2.180584466,0.542,295.6107377,0,1,1
S10,native,1302.1,Tone 3,loud008_底-i-Tone_3.mp3,speaker008,底,i,Tone 3,loud,1,10,0.01361973,-0.279186217,1.592242674,2.990855764,2.069232244,0.481,128.03104,0,1,1
S10,native,1277.7,Tone 3,loud008_渴-e-Tone_3.mp3,speaker008,渴,e,Tone 3,loud,1,9,0.005364337,-0.085249935,2.008825369,3.120412629,1.823506572,0.421,128.9195502,0,1,1
S10,native,4443.4,Tone 3,loud006_雨-y-Tone_3.mp3,speaker006,雨,y,Tone 3,loud,1,9,0.007692007,-0.076756371,-0.595814097,3.714580795,2.216829649,0.6,300.1250538,0,1,1
S10,native,2163.3,Tone 2,loud011_无-u-Tone_2.mp3,speaker011,无,u,Tone 2,loud,1,8,0.007531449,-0.082714379,0.209977892,4.966758107,2.800118056,0.402,296.343287,0,1,0
S10,native,1346.9,Tone 3,loud011_雨-y-Tone_3.mp3,speaker011,雨,y,Tone 3,loud,1,12,0.007531449,-0.082714379,0.938003117,3.745257835,1.904845356,0.556,241.9895212,0,1,1
S10,native,881.40000010000006,Tone 2,loud013_无-u-Tone_2.mp3,speaker013,无,u,Tone 2,loud,1,1,0.005542185,-0.093890355,1.034353544,4.4234999759999996,1.702908571,0.433,173.7688137,0,1,0
S10,native,1132.3,Tone 3,loud011_五-u-Tone_3.mp3,speaker011,五,u,Tone 3,loud,1,13,0.007531449,-0.082714379,0.975942424,3.537472735,1.858190344,0.535,234.5625431,0,1,1
S10,native,1247.1,Tone 2,loud011_咳-e-Tone_2.mp3,speaker011,咳,e,Tone 2,loud,1,12,0.007531449,-0.082714379,0.984561515,3.406599249,1.84759121,0.322,213.1757814,0,1,0
S10,native,1061.5,Tone 2,loud013_把-a-Tone_3.mp3,speaker013,把,a,Tone 3,loud,0,9,0.011498732,-0.204874096,1.707473558,1.829410989,1.094871986,0.594,145.1621572,0,1,0
S10,native,4219.2,Tone 2,loud011_鱼-y-Tone_2.mp3,speaker011,鱼,y,Tone 2,loud,1,1,0.007531449,-0.082714379,0.87243447,4.6777412,1.98547693,0.395,272.8051494,0,1,0
S10,native,959.2,Tone 2,loud009_咳-e-Tone_2.mp3,speaker009,咳,e,Tone 2,loud,1,9,0.00401111,0.00324491,-0.234027138,3.977042314,1.916061473,0.301,286.8518596,0,1,0
S10,native,1030.2,Tone 2,loud009_拔-a-Tone_2.mp3,speaker009,拔,a,Tone 2,loud,1,8,0.005364337,-0.085249935,0.243197101,3.945625485,1.787056899,0.398,290.305989,0,1,0
S10,native,1088.6,Tone 2,loud011_敌-i-Tone_2.mp3,speaker011,敌,i,Tone 2,loud,1,7,0.007531449,-0.082714379,0.865281458,3.442952671,1.994273186,0.337,229.1950221,0,1,0
S10,native,1153,Tone 3,loud011_渴-e-Tone_3.mp3,speaker011,渴,e,Tone 3,loud,1,11,0.007531449,-0.082714379,1.32552869,3.616201025,1.42829447,0.466,224.2481295,0,1,1
S10,native,1122.2,Tone 3,loud009_雨-y-Tone_3.mp3,speaker009,雨,y,Tone 3,loud,1,13,0.00401111,0.00324491,0.35009592,3.158708511,1.205739982,0.516,256.0259979,0,1,1
S10,native,1560.3,Tone 3,loud009_渴-e-Tone_3.mp3,speaker009,渴,e,Tone 3,loud,1,13,0.00401111,0.00324491,0.39090426,2.941230737,1.156115095,0.498,258.9207687,0,1,1
S10,native,1188.6,Tone 2,loud011_拔-a-Tone_2.mp3,speaker011,拔,a,Tone 2,loud,1,10,0.007531449,-0.082714379,0.874441281,3.773827532,1.983009099,0.33,230.8166944,0,1,0
S10,native,932.1999999,Tone 2,loud013_敌-i-Tone_2.mp3,speaker013,敌,i,Tone 2,loud,1,1,0.011498732,-0.204874096,1.236541667,4.957920422,1.984056254,0.364,186.6450199,0,1,0
S10,native,965.9,Tone 2,loud009_无-u-Tone_2.mp3,speaker009,无,u,Tone 2,loud,1,6,0.00401111,0.00324491,-0.415148493,4.772247047,2.136313677,0.403,327.1131729,0,1,0
S10,native,1055.5,Tone 3,loud013_底-i-Tone_3.mp3,speaker013,底,i,Tone 3,loud,1,10,0.011498732,-0.204874096,1.742696645,1.028365947,1.028365947,0.671,139.8979969,0,1,1
S10,native,1059.7,Tone 3,loud011_把-a-Tone_3.mp3,speaker011,把,a,Tone 3,loud,1,12,0.007531449,-0.082714379,1.495100551,3.017685849,1.219767275,0.507,204.4502359,0,1,1
S10,native,924.5,Tone 2,loud009_鱼-y-Tone_2.mp3,speaker009,鱼,y,Tone 2,loud,1,1,0.00401111,0.00324491,-0.339432007,4.997279411,2.044238819,0.452,324.0186602,0,1,0
S10,native,1335,Tone 3,loud013_五-u-Tone_3.mp3,speaker013,五,u,Tone 3,loud,1,12,0.005542185,-0.093890355,0.909671829,2.740391215,1.938324821,0.699,172.2687454,0,1,1
S10,native,1731.2,Tone 2,loud009_敌-i-Tone_2.mp3,speaker009,敌,i,Tone 2,loud,1,6,0.00401111,0.00324491,-0.396498378,4.154012756,2.113634247,0.446,311.4401738,0,1,0
S10,native,1095.9,Tone 3,loud009_把-a-Tone_3.mp3,speaker009,把,a,Tone 3,loud,1,12,0.00401111,0.00324491,0.383577312,3.30188594,1.165025013,0.529,249.5574145,0,1,1
S10,native,1295.5,Tone 3,loud011_底-i-Tone_3.mp3,speaker011,底,i,Tone 3,loud,1,12,0.007531449,-0.082714379,1.137913088,3.798157881,1.65901055,0.556,234.3665387,0,1,1
S10,native,1096,Tone 2,loud013_拔-a-Tone_2.mp3,speaker013,拔,a,Tone 2,loud,1,1,0.011498732,-0.204874096,1.298501576,4.135367221,1.867067412,0.369,171.3101511,0,1,0
S10,native,1157.9,Tone 2,loud013_咳-e-Tone_2.mp3,speaker013,咳,e,Tone 2,loud,1,1,0.011498732,-0.204874096,1.261940726,4.020408185,1.936099332,0.305,178.8358395,0,1,0
S10,native,1267.3,Tone 3,loud009_底-i-Tone_3.mp3,speaker009,底,i,Tone 3,loud,1,13,0.00401111,0.00324491,0.446841562,2.714000146,1.088092669,0.509,244.5768289,0,1,1
S10,native,1800.4,Tone 2,loud019_无-u-Tone_2.mp3,speaker019,无,u,Tone 2,loud,1,7,0.006571484,-0.064138306,-0.279363177,3.830550066,2.948240119,0.378,238.2202812,0,1,0
S10,native,1178.3,Tone 3,loud019_渴-e-Tone_3.mp3,speaker019,渴,e,Tone 3,loud,1,10,0.006571484,-0.064138306,0.37115974,3.244496978,1.873291626,0.397,201.8932966,0,1,1
S10,native,1257.1,Tone 3,loud019_底-i-Tone_3.mp3,speaker019,底,i,Tone 3,loud,1,10,0.006571484,-0.064138306,0.366341018,3.392345389,1.881254262,0.407,208.1888237,0,1,1
S10,native,1081.9,Tone 3,loud019_雨-y-Tone_3.mp3,speaker019,雨,y,Tone 3,loud,1,13,0.006571484,-0.064138306,0.328701331,3.924734818,1.943451494,0.549,210.327173,0,1,1
S10,native,945.2,Tone 2,loud018_拔-a-Tone_2.mp3,speaker018,拔,a,Tone 2,loud,1,1,0.002780042,-0.026076429,1.536430886,2.885984553,0.731312329,0.28,140.3336456,0,1,0
S10,native,927.2,Tone 2,loud014_敌-i-Tone_2.mp3,speaker014,敌,i,Tone 2,loud,1,4,0.008699507,-0.171134143,0.72968865,3.715883058,1.89476886,0.352,160.8722787,0,1,0
S10,native,1170.4,Tone 3,loud013_雨-y-Tone_3.mp3,speaker013,雨,y,Tone 3,loud,1,12,0.005542185,-0.093890355,0.932347034,2.854971162,1.895510912,0.711,169.5904048,0,1,1
S10,native,2576.5,Tone 3,loud014_把-a-Tone_3.mp3,speaker014,把,a,Tone 3,loud,1,10,0.008699507,-0.171134143,1.110390711,2.695906774,1.116209523,0.407,123.8297818,0,1,1
S10,native,1527.4,Tone 2,loud018_敌-i-Tone_2.mp3,speaker018,敌,i,Tone 2,loud,1,1,0.002780042,-0.026076429,1.404816672,3.099187381,0.969991787,0.249,150.5019379,0,1,0
S10,native,1336.3,Tone 2,loud018_无-u-Tone_2.mp3,speaker018,无,u,Tone 2,loud,1,7,0.007184905,-0.162558023,1.32162867,2.794604664,0.893853705,0.273,141.8088386,0,1,0
S10,native,1293.4,Tone 2,loud014_咳-e-Tone_2.mp3,speaker014,咳,e,Tone 2,loud,1,7,0.008699507,-0.171134143,0.512618986,3.816857475,2.338689791,0.275,170.9470218,0,1,0
S10,native,1060.4,Tone 3,loud013_鱼-y-Tone_2.mp3,speaker013,鱼,y,Tone 2,loud,0,6,0.005542185,-0.093890355,0.937088653,4.596729341,1.886558082,0.39,188.298156,0,1,1
S10,native,2248.7,Tone 2,loud018_咳-e-Tone_2.mp3,speaker018,咳,e,Tone 2,loud,1,4,0.002780042,-0.026076429,1.226727399,2.391938196,1.292952732,0.214,153.4020388,0,1,0
S10,native,945.4,Tone 3,loud014_雨-y-Tone_3.mp3,speaker014,雨,y,Tone 3,loud,1,11,0.008699507,-0.171134143,1.029293523,3.1516,1.282058306,0.472,132.3867671,0,1,1
S10,native,1024,Tone 2,loud018_鱼-y-Tone_2.mp3,speaker018,鱼,y,Tone 2,loud,1,3,0.007184905,-0.162558023,1.340354357,2.810688166,0.859895087,0.304,167.1164652,0,1,0
S10,native,1207.5,Tone 2,loud019_鱼-y-Tone_2.mp3,speaker019,鱼,y,Tone 2,loud,1,13,0.006571484,-0.064138306,-0.302474745,5,2.986430542,0.377,244.1297948,0,1,0
S10,native,1256.6,Tone 2,loud014_无-u-Tone_2.mp3,speaker014,无,u,Tone 2,loud,1,3,0.008699507,-0.171134143,0.690284246,4.114659004,1.975353311,0.376,173.0286075,0,1,0
S10,native,2367,Tone 3,loud014_五-u-Tone_3.mp3,speaker014,五,u,Tone 3,loud,1,12,0.008699507,-0.171134143,0.993154872,3.185055144,1.355964088,0.418,130.7033701,0,1,1
S10,native,928.7,Tone 2,loud019_敌-i-Tone_2.mp3,speaker019,敌,i,Tone 2,loud,1,8,0.006571484,-0.064138306,-0.258017976,4.494627911,2.912968508,0.377,242.5617266,0,1,0
S10,native,1120.3,Tone 2,loud019_咳-e-Tone_2.mp3,speaker019,咳,e,Tone 2,loud,1,12,0.006571484,-0.064138306,-0.125288688,4.004584082,2.693641649,0.348,225.7529447,0,1,0
S10,native,968.1,Tone 3,loud018_底-i-Tone_3.mp3,speaker018,底,i,Tone 3,loud,1,12,0.002780042,-0.026076429,1.793832095,1.681814474,0.264520946,0.413,108.3927483,0,1,1
S10,native,1094.5,Tone 3,loud013_渴-e-Tone_3.mp3,speaker013,渴,e,Tone 3,loud,1,10,0.005542185,-0.093890355,1.226308935,2.046561301,1.340470357,0.613,149.7475998,0,1,1
S10,native,1657.3,Tone 3,loud014_渴-e-Tone_3.mp3,speaker014,渴,e,Tone 3,loud,1,10,0.008699507,-0.171134143,1.095564711,2.86481181,1.146529613,0.396,127.7827571,0,1,1
S10,native,985.6999999,Tone 2,loud014_鱼-y-Tone_2.mp3,speaker014,鱼,y,Tone 2,loud,1,1,0.008699507,-0.171134143,0.711774008,4.513356549,1.931405414,0.354,171.1028961,0,1,0
S10,native,889.8,Tone 2,loud014_拔-a-Tone_2.mp3,speaker014,拔,a,Tone 2,loud,1,1,0.005542185,-0.093890355,1.064477283,4.96995154,2.003322264,0.29,174.4631028,0,1,0
S10,native,1170.3,Tone 3,loud018_把-a-Tone_3.mp3,speaker018,把,a,Tone 3,loud,1,13,0.002780042,-0.026076429,1.735828955,1.64173803,0.369708355,0.402,110.7363767,0,1,1
S10,native,1417.4,Tone 3,loud014_底-i-Tone_3.mp3,speaker014,底,i,Tone 3,loud,1,12,0.008699507,-0.171134143,1.044420439,3.283318221,1.251122823,0.42,133.8613792,0,1,1
S10,native,1446.6,Tone 3,loud019_把-a-Tone_3.mp3,speaker019,把,a,Tone 3,loud,1,11,0.006571484,-0.064138306,0.807004134,2.718223532,1.153085984,0.452,186.2763036,0,1,1
S10,native,1356,Tone 3,loud019_五-u-Tone_3.mp3,speaker019,五,u,Tone 3,loud,1,13,0.006571484,-0.064138306,0.260663682,2.981223622,2.05587946,0.447,198.0477993,0,1,1
S10,native,1133.6,Tone 3,loud018_五-u-Tone_3.mp3,speaker018,五,u,Tone 3,loud,1,12,0.007184905,-0.162558023,1.628752911,1.797291967,0.336890708,0.424,109.322801,0,1,1
S10,native,1030.2,Tone 3,loud018_雨-y-Tone_3.mp3,speaker018,雨,y,Tone 3,loud,1,11,0.007184905,-0.162558023,1.613870786,2.016735226,0.363879112,0.389,111.6676499,0,1,1
S10,native,1033.4,Tone 2,loud019_拔-a-Tone_2.mp3,speaker019,拔,a,Tone 2,loud,1,9,0.007184905,-0.162558023,0.054011728,3.96509524,2.521996126,0.379,223.3991327,0,1,0
S10,native,1386.6,Tone 3,loud018_渴-e-Tone_3.mp3,speaker018,渴,e,Tone 3,loud,1,10,0.007184905,-0.162558023,1.604042166,1.237366861,0.381703096,0.348,108.0393579,0,1,1
S10,native,1061.5,Tone 3,loud022_渴-e-Tone_3.mp3,speaker022,渴,e,Tone 3,loud,1,10,0.015819153,-0.369666358,3.447792795,3.33167439,1.032078334,0.46,182.4986223,0,1,1
S10,native,1448.1,Tone 3,loud022_雨-y-Tone_3.mp3,speaker022,雨,y,Tone 3,loud,1,12,0.006429356,-0.051767919,1.270169245,3.870330485,2.289597158,0.633,209.8949042,0,1,1
S10,native,1049.7,Tone 2,loud023_拔-a-Tone_2.mp3,speaker023,拔,a,Tone 2,loud,1,7,0.006429356,-0.051767919,2.427767704,4.735734031,1.964167486,0.427,141.9002893,0,1,0
S10,native,1825.8,Tone 2,loud022_无-u-Tone_2.mp3,speaker022,无,u,Tone 2,loud,1,3,0.015819153,-0.369666358,1.079385701,4.669436121,3.231475149,0.553,257.9698616,0,1,0
