Subject,RT,Response,Audio,Speaker,Word,Vowel,Tone,Mode,Group,Location,QuadraticTerm,LinearTerm,DF,Endingpoint,Tvalue_min,Duration,Mean_F0,Length,HSKlevel,Gender,Assign
S20,1662,Tone 3,loud022_渴-e-Tone_3.mp3,speaker022,渴,e,Tone 3,loud,learner,10,0.015819153,-0.369666358,3.447792795,3.33167439,1.032078334,0.46,182.4986223,5,5,0,1
S20,5786.6,Tone 2,loud024_拔-a-Tone_2.mp3,speaker024,拔,a,Tone 2,loud,learner,1,0.017777038,-0.426905758,3.479044384,4.136950203,1.609724169,0.37,203.3392569,5,5,0,0
S20,1820.9,Tone 3,loud023_雨-y-Tone_3.mp3,speaker023,雨,y,Tone 3,loud,learner,10,0.017777038,-0.426905758,4.561823695,2.958406739,0.984982539,0.525,123.7759982,5,5,0,1
S20,1314.3,Tone 3,loud022_五-u-Tone_3.mp3,speaker022,五,u,Tone 3,loud,learner,10,0.006429356,-0.051767919,0.825122288,4.274522813,2.702885424,0.576,226.4213655,5,5,0,1
S20,1631.1,Tone 2,loud022_鱼-y-Tone_2.mp3,speaker022,鱼,y,Tone 2,loud,learner,3,0.006429356,-0.051767919,0.649248844,4.475577657,2.866208483,0.509,236.4811078,5,5,0,0
S20,1715.9,Tone 2,loud024_底-i-Tone_3.mp3,speaker024,底,i,Tone 3,loud,learner,13,0.008099245,-0.057836014,1.146214526,3.411689919,1.541772826,0.487,168.85624,5,5,0,0
S20,1441,Tone 2,loud023_拔-a-Tone_2.mp3,speaker023,拔,a,Tone 2,loud,learner,7,0.006429356,-0.051767919,2.427767704,4.735734031,1.964167486,0.427,141.9002893,5,5,0,0
S20,901.8,Tone 3,loud024_把-a-Tone_3.mp3,speaker024,把,a,Tone 3,loud,learner,9,0.008099245,-0.057836014,1.857317481,3.030455364,0.757337538,0.499,142.793085,5,5,0,1
S20,7764.8,Tone 2,loud023_五-u-Tone_3.mp3,speaker023,五,u,Tone 3,loud,learner,12,0.017777038,-0.426905758,4.404122329,3.064472339,1.299955482,0.481,119.4623758,5,5,0,0
S20,1505.3,Tone 2,loud023_无-u-Tone_2.mp3,speaker023,无,u,Tone 2,loud,learner,1,0.017777038,-0.426905758,4.010561599,4.095746722,2.086004359,0.448,146.8092186,5,5,0,0
S20,2250.4,Tone 3,loud023_把-a-Tone_3.mp3,speaker023,把,a,Tone 3,loud,learner,10,0.006429356,-0.051767919,2.983801464,2.175342125,0.853615341,0.465,112.9173238,5,5,0,1
S20,2082.2,Tone 2,loud022_拔-a-Tone_2.mp3,speaker022,拔,a,Tone 2,loud,learner,8,0.015819153,-0.369666358,1.186656182,4.439456413,3.131859523,0.512,233.3781614,5,5,0,0
S20,1890.7,Tone 2,loud022_雨-y-Tone_3.mp3,speaker022,雨,y,Tone 3,loud,learner,12,0.006429356,-0.051767919,1.270169245,3.870330485,2.289597158,0.633,209.8949042,5,5,0,0
S20,4851.4,Tone 2,loud023_渴-e-Tone_3.mp3,speaker023,渴,e,Tone 3,loud,learner,11,0.017777038,-0.426905758,4.456182498,2.953163465,1.195977025,0.484,119.9773575,5,5,0,0
S20,4267.5,Tone 2,loud022_敌-i-Tone_2.mp3,speaker022,敌,i,Tone 2,loud,learner,1,0.015819153,-0.369666358,0.994363974,5,3.310429698,0.479,259.3033184,5,5,0,0
S20,5391.5,Tone 2,loud023_底-i-Tone_3.mp3,speaker023,底,i,Tone 3,loud,learner,8,0.006429356,-0.051767919,2.362305984,3.088707552,2.09491252,0.453,141.4494415,5,5,0,0
S20,2093.6,Tone 3,loud024_五-u-Tone_3.mp3,speaker024,五,u,Tone 3,loud,learner,12,0.008099245,-0.057836014,1.155044478,3.178493244,1.532032287,0.541,163.3892665,5,5,0,1
S20,3837.9,Tone 2,loud023_鱼-y-Tone_2.mp3,speaker023,鱼,y,Tone 2,loud,learner,1,0.017777038,-0.426905758,4.147938187,4.81683772,1.811625579,0.424,147.6951596,5,5,0,0
S20,1626.2,Tone 2,loud023_敌-i-Tone_2.mp3,speaker023,敌,i,Tone 2,loud,learner,5,0.006429356,-0.051767919,2.287132406,4.807355631,2.245054802,0.446,151.8678052,5,5,0,0
S20,1466.1,Tone 2,loud022_咳-e-Tone_2.mp3,speaker022,咳,e,Tone 2,loud,learner,5,0.015819153,-0.369666358,1.092013485,4.60293793,3.219748487,0.479,251.2068061,5,5,0,0
S20,1049.1,Tone 3,loud022_把-a-Tone_3.mp3,speaker022,把,a,Tone 3,loud,learner,12,0.015819153,-0.369666358,3.754489184,3.09314384,0.747267896,0.578,179.998776,5,5,0,1
S20,969.8,Tone 3,loud022_底-i-Tone_3.mp3,speaker022,底,i,Tone 3,loud,learner,11,0.015819153,-0.369666358,2.67614169,2.895677548,1.748664172,0.592,187.6378565,5,5,0,1
S20,2753.7,Tone 2,loud023_咳-e-Tone_2.mp3,speaker023,咳,e,Tone 2,loud,learner,7,0.006429356,-0.051767919,2.136232876,4.816737082,2.546442612,0.38,152.9840542,5,5,0,0
S20,1700.6,Tone 3,loud025_渴-e-Tone_3.mp3,speaker025,渴,e,Tone 3,loud,learner,10,0.012435566,-0.260724756,0.066344195,3.666232522,2.321970621,0.621,287.8707765,5,5,0,1
S20,1785.5,Tone 2,loud026_咳-e-Tone_2.mp3,speaker026,咳,e,Tone 2,loud,learner,6,0.011856183,-0.246988743,0.657307036,4.010001966,1.99523259,0.328,245.9677352,5,5,0,0
S20,1060.1,Tone 2,loud026_鱼-y-Tone_2.mp3,speaker026,鱼,y,Tone 2,loud,learner,1,0.011856183,-0.246988743,0.751473891,4.907315546,1.901836607,0.393,269.0457885,5,5,0,0
S20,1495.5,Tone 2,loud025_无-u-Tone_2.mp3,speaker025,无,u,Tone 2,loud,learner,9,0.012435566,-0.260724756,0.136554206,4.841480635,2.277782657,0.478,298.4457217,5,5,0,0
S20,2194.9,Tone 2,loud025_拔-a-Tone_2.mp3,speaker025,拔,a,Tone 2,loud,learner,1,0.012435566,-0.260724756,-0.599313186,4.684735901,2.740914363,0.403,320.1181917,5,5,0,0
S20,1228.8,Tone 3,loud025_把-a-Tone_3.mp3,speaker025,把,a,Tone 3,loud,learner,12,0.012435566,-0.260724756,0.04438632,4.00871292,2.335790215,0.662,295.7074456,5,5,0,1
S20,2068.8,Tone 2,loud026_无-u-Tone_2.mp3,speaker026,无,u,Tone 2,loud,learner,1,0.011856183,-0.246988743,0.960135338,4.799761523,1.694883313,0.388,249.7841921,5,5,0,0
S20,1669.7,Tone 2,loud024_无-u-Tone_2.mp3,speaker024,无,u,Tone 2,loud,learner,1,0.008099245,-0.057836014,1.226473249,3.818000121,1.45323744,0.379,200.2372455,5,5,0,0
S20,2641.1,Tone 3,loud024_雨-y-Tone_3.mp3,speaker024,雨,y,Tone 3,loud,learner,14,0.008099245,-0.057836014,1.011694786,2.906120713,1.690164883,0.559,165.172368,5,5,0,1
S20,2305.1,Tone 2,loud025_咳-e-Tone_2.mp3,speaker025,咳,e,Tone 2,loud,learner,7,0.012435566,-0.260724756,-0.931211099,4.557870833,2.949800432,0.436,332.478211,5,5,0,0
S20,2293.9,Tone 3,loud025_五-u-Tone_3.mp3,speaker025,五,u,Tone 3,loud,learner,13,0.012435566,-0.260724756,0.387450033,3.453848552,2.119876743,0.704,264.1577061,5,5,0,1
S20,2056.3,Tone 2,loud026_拔-a-Tone_2.mp3,speaker026,拔,a,Tone 2,loud,learner,10,0.011856183,-0.246988743,1.1545343,4.081437656,1.502075748,0.32,230.5565309,5,5,0,0
S20,2983,Tone 3,loud026_雨-y-Tone_3.mp3,speaker026,雨,y,Tone 3,loud,learner,12,0.011856183,-0.246988743,0.901785494,3.297562658,1.752755491,0.526,244.215296,5,5,0,1
S20,4115.9,Tone 2,loud024_鱼-y-Tone_2.mp3,speaker024,鱼,y,Tone 2,loud,learner,1,0.008099245,-0.057836014,0.82347838,3.900525835,1.897791063,0.304,208.8597807,5,5,0,0
S20,1593.5,Tone 3,loud025_底-i-Tone_3.mp3,speaker025,底,i,Tone 3,loud,learner,11,0.012435566,-0.260724756,0.836206348,3.39148619,1.837443685,0.694,262.3277208,5,5,0,1
S20,1782.7,Tone 2,loud026_把-a-Tone_3.mp3,speaker026,把,a,Tone 3,loud,learner,12,0.011856183,-0.246988743,1.192521046,2.732684459,1.46439997,0.425,225.9702356,5,5,0,0
S20,4165.1,Tone 2,loud024_渴-e-Tone_3.mp3,speaker024,渴,e,Tone 3,loud,learner,11,0.008099245,-0.057836014,1.288382002,2.91515855,1.38494436,0.454,161.3272567,5,5,0,0
S20,1803.9,Tone 2,loud026_敌-i-Tone_2.mp3,speaker026,敌,i,Tone 2,loud,learner,1,0.011856183,-0.246988743,1.111889756,4.339207513,1.544371193,0.383,260.9240557,5,5,0,0
S20,1545.1,Tone 2,loud024_敌-i-Tone_2.mp3,speaker024,敌,i,Tone 2,loud,learner,1,0.008099245,-0.057836014,0.969840962,4.82043971,1.736334874,0.316,230.7694144,5,5,0,0
S20,1995.6,Tone 3,loud026_渴-e-Tone_3.mp3,speaker026,渴,e,Tone 3,loud,learner,10,0.011856183,-0.246988743,1.391667472,3.129978895,1.266883804,0.385,223.1684993,5,5,0,1
S20,1966.8,Tone 3,loud025_雨-y-Tone_3.mp3,speaker025,雨,y,Tone 3,loud,learner,12,0.012435566,-0.260724756,-0.122415381,3.626229326,2.44076994,0.744,287.980618,5,5,0,1
S20,3996.3,Tone 3,loud027_五-u-Tone_3.mp3,speaker027,五,u,Tone 3,loud,learner,9,0.007824557,-0.189586357,2.292576833,2.248810891,1.737232086,0.514,123.0996182,5,5,0,1
S20,2919,Tone 2,loud025_鱼-y-Tone_2.mp3,speaker025,鱼,y,Tone 2,loud,learner,4,0.012435566,-0.260724756,-0.43718629,4.803162455,2.638876813,0.449,332.1846559,5,5,0,0
S20,2300.5,Tone 2,loud026_底-i-Tone_3.mp3,speaker026,底,i,Tone 3,loud,learner,12,0.011856183,-0.246988743,0.585944598,2.986862056,2.066010838,0.452,252.8950517,5,5,0,0
S20,2346,Tone 3,loud026_五-u-Tone_3.mp3,speaker026,五,u,Tone 3,loud,learner,13,0.011856183,-0.246988743,0.917662993,3.538039214,1.737007969,0.459,240.561041,5,5,0,1
S20,5383.5,Tone 2,loud031_无-u-Tone_2.mp3,speaker031,无,u,Tone 2,loud,learner,5,0.004437234,-0.071549637,1.376261855,4.619320795,2.398573056,0.341,123.1664638,5,5,0,0
S20,1386.5,Tone 2,loud031_把-a-Tone_3.mp3,speaker031,把,a,Tone 3,loud,learner,7,0.004437234,-0.071549637,1.841184962,1.734193349,0.831584473,0.351,97.49555217,5,5,0,0
S20,4149.6,Tone 2,loud027_拔-a-Tone_2.mp3,speaker027,拔,a,Tone 2,loud,learner,1,0.011244238,-0.275369808,2.691647781,3.652923824,1.84946636,0.326,145.0889517,5,5,0,0
S20,1377.8,Tone 2,loud031_五-u-Tone_3.mp3,speaker031,五,u,Tone 3,loud,learner,11,0.004437234,-0.071549637,2.034938544,1.63552878,0.178552506,0.474,92.19963698,5,5,0,0
S20,1106.1,Tone 3,loud027_雨-y-Tone_3.mp3,speaker027,雨,y,Tone 3,loud,learner,12,0.007824557,-0.189586357,2.536107839,1.967484425,1.37457516,0.613,117.5739786,5,5,0,1
S20,1284.5,Tone 2,loud032_无-u-Tone_2.mp3,speaker032,无,u,Tone 2,loud,learner,3,0.007047994,-0.122852578,-0.21840394899999999,4.260032732,2.139123231,0.3,250.9470041,5,5,0,0
S20,1514.8,Tone 2,loud032_把-a-Tone_3.mp3,speaker032,把,a,Tone 3,loud,learner,8,0.007047994,-0.122852578,0.707138765,2.405723533,1.089729305,0.355,188.4589558,5,5,0,0
S20,2444.2,Tone 3,loud032_底-i-Tone_3.mp3,speaker032,底,i,Tone 3,loud,learner,8,0.007047994,-0.122852578,0.150495521,3.295099032,1.720859592,0.401,218.6272498,5,5,0,1
S20,3041.4,Tone 2,loud027_敌-i-Tone_2.mp3,speaker027,敌,i,Tone 2,loud,learner,1,0.011244238,-0.275369808,1.984557529,4.715057984,2.902437729,0.375,178.5241064,5,5,0,0
S20,1416.9,Tone 3,loud031_渴-e-Tone_3.mp3,speaker031,渴,e,Tone 3,loud,learner,9,0.004437234,-0.071549637,2.087914799,1.627130445,0,0.332,93.22151174,5,5,0,1
S20,5386.5,Tone 2,loud032_咳-e-Tone_2.mp3,speaker032,咳,e,Tone 2,loud,learner,1,0.007047994,-0.122852578,-0.09335112,3.797170378,1.997336496,0.285,244.6634587,5,5,0,0
S20,2055.7,Tone 3,loud031_底-i-Tone_3.mp3,speaker031,底,i,Tone 3,loud,learner,11,0.004437234,-0.071549637,2.06164278,1.960881819,0.088547877,0.446,94.14852425,5,5,0,1
S20,3548.7,Tone 3,loud031_雨-y-Tone_3.mp3,speaker031,雨,y,Tone 3,loud,learner,9,0.004437234,-0.071549637,1.710467276,3.235482035,1.272158665,0.412,104.3702442,5,5,0,1
S20,3130.4,Tone 2,loud031_敌-i-Tone_2.mp3,speaker031,敌,i,Tone 2,loud,learner,8,0.004437234,-0.071549637,1.482475085,5,2.040589301,0.34,119.0324523,5,5,0,0
S20,1000.7,Tone 2,loud032_敌-i-Tone_2.mp3,speaker032,敌,i,Tone 2,loud,learner,4,0.007047994,-0.122852578,0.038721541,4.753810164,1.847590573,0.262,243.4306599,5,5,0,0
S20,2137.3,Tone 2,loud031_咳-e-Tone_2.mp3,speaker031,咳,e,Tone 2,loud,learner,1,0.004437234,-0.071549637,1.699388118,3.051258592,1.309500137,0.291,107.7092752,5,5,0,0
S20,1859.8,Tone 3,loud027_把-a-Tone_3.mp3,speaker027,把,a,Tone 3,loud,learner,10,0.011244238,-0.275369808,2.934035699,2.395528818,1.488511676,0.426,122.8491151,5,5,0,1
S20,2128.2,Tone 2,loud027_咳-e-Tone_2.mp3,speaker027,咳,e,Tone 2,loud,learner,4,0.011244238,-0.275369808,2.195145115,3.704685008,2.588838867,0.358,160.834308,5,5,0,0
S20,1293.9,Tone 2,loud031_鱼-y-Tone_2.mp3,speaker031,鱼,y,Tone 2,loud,learner,1,0.004437234,-0.071549637,1.613010195,3.814270054,1.600630472,0.356,116.8342495,5,5,0,0
S20,1451.5,Tone 2,loud032_拔-a-Tone_2.mp3,speaker032,拔,a,Tone 2,loud,learner,8,0.007047994,-0.122852578,0.321523779,4.179876498,1.526945242,0.302,216.6176797,5,5,0,0
S20,1842,Tone 3,loud027_无-u-Tone_2.mp3,speaker027,无,u,Tone 2,loud,learner,8,0.011244238,-0.275369808,2.751178248,4.240682711,1.760815898,0.445,138.9566949,5,5,0,1
S20,3688.5,Tone 3,loud027_渴-e-Tone_3.mp3,speaker027,渴,e,Tone 3,loud,learner,9,0.011244238,-0.275369808,2.81692486,2.526587665,1.662908594,0.36,119.9514853,5,5,0,1
S20,1250.4,Tone 2,loud031_拔-a-Tone_2.mp3,speaker031,拔,a,Tone 2,loud,learner,10,0.004437234,-0.071549637,1.677752308,4.305803786,1.382422019,0.348,107.5521436,5,5,0,0
S20,2131.2,Tone 2,loud032_五-u-Tone_3.mp3,speaker032,五,u,Tone 3,loud,learner,8,0.013958497,-0.469777545,0.616135604,2.609066751,1.989303995,0.368,215.7530099,5,5,0,0
S20,2687.3,Tone 2,loud027_底-i-Tone_3.mp3,speaker027,底,i,Tone 3,loud,learner,1,0.011244238,-0.275369808,2.531466323,3.160245124,2.088002372,0.445,148.362707,5,5,0,0
S20,2442.5,Tone 2,loud027_鱼-y-Tone_2.mp3,speaker027,鱼,y,Tone 2,loud,learner,6,0.007824557,-0.189586357,2.101285829,3.749014362,2.022095228,0.485,143.7817071,5,5,0,0
S20,2014.5,Tone 3,loud033_雨-y-Tone_3.mp3,speaker033,雨,y,Tone 3,loud,learner,11,0.007319487,-0.143243322,1.056463411,3.091222071,1.322127433,0.529,179.4370751,5,5,0,1
S20,5426.5,Tone 2,normal001_鱼-y-Tone_2.mp3,speaker001,鱼,y,Tone 2,normal,learner,1,0.003927676,-0.014060122,0.81721427,2.858197643,1.300467003,0.193,217.6909088,5,5,0,0
S20,1618.7,Tone 2,loud033_敌-i-Tone_2.mp3,speaker033,敌,i,Tone 2,loud,learner,1,0.013958497,-0.469777545,1.750779031,4.488933102,1.376271245,0.33,235.4772603,5,5,0,0
S20,1297,Tone 2,normal001_拔-a-Tone_2.mp3,speaker001,拔,a,Tone 2,normal,learner,6,0.010180158,-0.216025447,0.959687667,1.640979098,1.14110859,0.229,187.3120792,5,5,0,0
S20,1569.1,Tone 3,normal001_雨-y-Tone_3.mp3,speaker001,雨,y,Tone 3,normal,learner,11,0.003927676,-0.014060122,1.497621721,1.542341858,0.620059551,0.522,157.9765133,5,5,0,1
S20,3322.5,Tone 2,normal001_敌-i-Tone_2.mp3,speaker001,敌,i,Tone 2,normal,learner,3,0.010180158,-0.216025447,1.943526706,2.562769549,0.157269551,0.212,190.9005778,5,5,0,0
S20,1324.9,Tone 3,normal001_五-u-Tone_3.mp3,speaker001,五,u,Tone 3,normal,learner,14,0.010180158,-0.216025447,1.434876022,2.168104903,0.665920235,0.395,163.6353377,5,5,0,1
S20,1671.1,Tone 3,normal003_五-u-Tone_3.mp3,speaker003,五,u,Tone 3,normal,learner,12,0.010090814,-0.213356667,0.865115611,1.474442187,1.031135888,0.557,179.674648,5,5,0,1
S20,1490.1,Tone 2,loud033_鱼-y-Tone_2.mp3,speaker033,鱼,y,Tone 2,loud,learner,1,0.007319487,-0.143243322,0.670730491,4.495118342,1.626640005,0.373,226.2398061,5,5,0,0
S20,3042.5,Tone 2,normal003_咳-e-Tone_2.mp3,speaker003,咳,e,Tone 2,normal,learner,10,0.018803786,-0.378383701,0.908077988,2.031950952,1.254303348,0.31,203.115538,5,5,0,0
S20,1678.7,Tone 3,loud033_五-u-Tone_3.mp3,speaker033,五,u,Tone 3,loud,learner,6,0.007319487,-0.143243322,2.731231956,3.338821144,0,0.396,158.1837779,5,5,0,1
S20,4333.9,Tone 2,normal001_无-u-Tone_2.mp3,speaker001,无,u,Tone 2,normal,learner,5,0.010180158,-0.216025447,0.693347906,2.452907237,1.407448351,0.155,219.3328123,5,5,0,0
S20,1820.6,Tone 3,loud033_底-i-Tone_3.mp3,speaker033,底,i,Tone 3,loud,learner,10,0.013958497,-0.469777545,1.773445539,3.082124024,1.358377422,0.452,186.339597,5,5,0,1
S20,2514.8,Tone 2,normal001_咳-e-Tone_2.mp3,speaker001,咳,e,Tone 2,normal,learner,6,0.010180158,-0.216025447,0.579398878,1.99472436,1.52139738,0.167,222.3015555,5,5,0,0
S20,2834.1,Tone 2,loud033_拔-a-Tone_2.mp3,speaker033,拔,a,Tone 2,loud,learner,6,0.013958497,-0.469777545,1.263976352,4.098508292,1.760572216,0.305,229.4223803,5,5,0,0
S20,1301.1,Tone 3,normal001_渴-e-Tone_3.mp3,speaker001,渴,e,Tone 3,normal,learner,13,0.010180158,-0.216025447,2.100796257,1.601565121,0,0.346,197.5523293,5,5,0,1
S20,1697.6,Tone 3,normal001_底-i-Tone_3.mp3,speaker001,底,i,Tone 3,normal,learner,9,0.010180158,-0.216025447,1.400043278,1.204134883,0.70075298,0.37,154.2506919,5,5,0,1
S20,5312.4,Tone 3,loud033_无-u-Tone_2.mp3,speaker033,无,u,Tone 2,loud,learner,1,0.007319487,-0.143243322,0.866710965,5,1.471925396,0.421,235.4550382,5,5,0,1
S20,1931.8,Tone 3,loud033_把-a-Tone_3.mp3,speaker033,把,a,Tone 3,loud,learner,9,0.013958497,-0.469777545,2.001894778,3.06431495,1.178030706,0.445,175.2581903,5,5,0,1
S20,1488.5,Tone 3,normal001_把-a-Tone_3.mp3,speaker001,把,a,Tone 3,normal,learner,8,0.010180158,-0.216025447,1.742216089,1.150722077,0.358580169,0.413,137.8476714,5,5,0,1
S20,1171.5,Tone 3,loud032_渴-e-Tone_3.mp3,speaker032,渴,e,Tone 3,loud,learner,8,0.007047994,-0.122852578,0.68001388,1.973997521,1.120483899,0.337,184.7704499,5,5,0,1
S20,1255.6,Tone 2,loud033_咳-e-Tone_2.mp3,speaker033,咳,e,Tone 2,loud,learner,6,0.013958497,-0.469777545,1.049023689,4.075657924,1.930264208,0.244,222.1325342,5,5,0,0
S20,1608.6,Tone 2,loud032_鱼-y-Tone_2.mp3,speaker032,鱼,y,Tone 2,loud,learner,1,0.013958497,-0.469777545,0.880303186,5,1.68978691,0.24,228.870205,5,5,0,0
S20,2404.2,Tone 2,loud032_雨-y-Tone_3.mp3,speaker032,雨,y,Tone 3,loud,learner,10,0.013958497,-0.469777545,0.904164911,3.096591022,1.662732135,0.447,207.7956414,5,5,0,0
S20,923.3,Tone 3,loud033_渴-e-Tone_3.mp3,speaker033,渴,e,Tone 3,loud,learner,10,0.007319487,-0.143243322,1.681937415,3.025003066,0.828353926,0.439,164.8597497,5,5,0,1
S20,1600.5,Tone 3,normal007_渴-e-Tone_3.mp3,speaker007,渴,e,Tone 3,normal,learner,11,0.01361973,-0.279186217,1.381695435,1.156483779,0.635300641,0.366,153.456949,5,5,0,1
S20,3417.2,Tone 2,normal006_敌-i-Tone_2.mp3,speaker006,敌,i,Tone 2,normal,learner,10,0.026350792,-0.478999168,0.763078101,2.246929836,1.38001074,0.403,212.2212598,5,5,0,0
S20,1404.7,Tone 2,normal006_咳-e-Tone_2.mp3,speaker006,咳,e,Tone 2,normal,learner,10,0.026350792,-0.478999168,0.970616603,1.715587425,1.173803163,0.269,192.2752209,5,5,0,0
S20,3142.7,Tone 2,normal006_鱼-y-Tone_2.mp3,speaker006,鱼,y,Tone 2,normal,learner,1,0.026350792,-0.478999168,0.803276337,2.369451572,1.340070291,0.338,206.3724007,5,5,0,0
S20,1449.7,Tone 3,normal007_五-u-Tone_3.mp3,speaker007,五,u,Tone 3,normal,learner,10,0.01361973,-0.279186217,1.296430612,1.361979643,0.744058082,0.428,155.8302481,5,5,0,1
S20,1560.8,Tone 2,normal007_敌-i-Tone_2.mp3,speaker007,敌,i,Tone 2,normal,learner,1,0.01361973,-0.279186217,0.062160935,3.671246424,2.318400295,0.287,250.278978,5,5,0,0
S20,1498.3,Tone 2,normal003_拔-a-Tone_2.mp3,speaker003,拔,a,Tone 2,normal,learner,1,0.018803786,-0.378383701,1.106356712,2.253293223,1.096527015,0.405,196.0241781,5,5,0,0
S20,1427.4,Tone 3,normal003_渴-e-Tone_3.mp3,speaker003,渴,e,Tone 3,normal,learner,11,0.018803786,-0.378383701,2.484370594,1.241323153,0,0.445,128.1497811,5,5,0,1
S20,758.40000010000006,Tone 3,normal006_把-a-Tone_3.mp3,speaker006,把,a,Tone 3,normal,learner,13,0.026350792,-0.478999168,2.151995845,1.390379936,0,0.428,154.2581068,5,5,0,1
S20,870.2,Tone 3,normal006_渴-e-Tone_3.mp3,speaker006,渴,e,Tone 3,normal,learner,11,0.026350792,-0.478999168,1.85452131,1.235607412,0.295566857,0.396,171.5429242,5,5,0,1
S20,1242.2,Tone 2,normal006_底-i-Tone_3.mp3,speaker006,底,i,Tone 3,normal,learner,12,0.026350792,-0.478999168,1.017918616,1.765443189,1.126804494,0.454,189.6487375,5,5,0,0
S20,3092.2,Tone 2,normal007_咳-e-Tone_2.mp3,speaker007,咳,e,Tone 2,normal,learner,6,0.01361973,-0.279186217,0.615122633,2.538999949,1.613083653,0.322,205.3420242,5,5,0,0
S20,2534.9,Tone 2,normal006_雨-y-Tone_3.mp3,speaker006,雨,y,Tone 3,normal,learner,12,0.026350792,-0.478999168,1.349933247,1.39371088,0.796919043,0.465,174.3114936,5,5,0,0
S20,2752.1,Tone 2,normal007_拔-a-Tone_2.mp3,speaker007,拔,a,Tone 2,normal,learner,9,0.01361973,-0.279186217,0.627874416,2.615561749,1.596818431,0.361,204.120979,5,5,0,0
S20,2553.1,Tone 3,normal003_底-i-Tone_3.mp3,speaker003,底,i,Tone 3,normal,learner,12,0.018803786,-0.378383701,1.783772173,1.365480234,0.557487196,0.468,172.5869522,5,5,0,1
S20,2095.5,Tone 2,normal007_无-u-Tone_2.mp3,speaker007,无,u,Tone 2,normal,learner,1,0.01361973,-0.279186217,0.778956907,2.861661311,1.404108889,0.305,215.3268892,5,5,0,0
S20,2545.5,Tone 2,normal003_敌-i-Tone_2.mp3,speaker003,敌,i,Tone 2,normal,learner,1,0.018803786,-0.378383701,1.174380846,2.140878844,1.04239817,0.34,204.9370773,5,5,0,0
S20,1140.4,Tone 3,normal006_五-u-Tone_3.mp3,speaker006,五,u,Tone 3,normal,learner,10,0.026350792,-0.478999168,1.195491696,1.715597695,0.950370174,0.533,185.5920921,5,5,0,1
S20,1519.6,Tone 2,normal006_拔-a-Tone_2.mp3,speaker006,拔,a,Tone 2,normal,learner,6,0.007692007,-0.076756371,0.52467002,2.185462579,1.103531097,0.374,196.4669631,5,5,0,0
S20,1393.9,Tone 2,normal006_无-u-Tone_2.mp3,speaker006,无,u,Tone 2,normal,learner,1,0.026350792,-0.478999168,1.060894298,2.018880386,1.084104411,0.337,199.5300469,5,5,0,0
S20,4989.1,Tone 2,normal003_无-u-Tone_2.mp3,speaker003,无,u,Tone 2,normal,learner,8,0.010090814,-0.213356667,0.53437414,2.54997861,1.294316806,0.378,222.5361508,5,5,0,0
S20,1708,Tone 3,normal007_把-a-Tone_3.mp3,speaker007,把,a,Tone 3,normal,learner,11,0.01361973,-0.279186217,1.21486274,1.3117669,0.848099966,0.39,161.2675265,5,5,0,1
S20,2401.4,Tone 3,normal003_把-a-Tone_3.mp3,speaker003,把,a,Tone 3,normal,learner,11,0.018803786,-0.378383701,1.935655402,1.016710854,0.436629152,0.445,154.4214516,5,5,0,1
S20,1872,Tone 3,normal007_底-i-Tone_3.mp3,speaker007,底,i,Tone 3,normal,learner,10,0.01361973,-0.279186217,1.187948048,1.212477583,0.882430337,0.475,170.3252242,5,5,0,1
S20,1469.4,Tone 3,normal003_雨-y-Tone_3.mp3,speaker003,雨,y,Tone 3,normal,learner,17,0.010090814,-0.213356667,1.915584986,0.296352859,0.195245871,0.644,147.0691873,5,5,0,1
S20,1190,Tone 2,normal003_鱼-y-Tone_2.mp3,speaker003,鱼,y,Tone 2,normal,learner,8,0.010090814,-0.213356667,0.343700965,2.045417934,1.446041176,0.359,219.7646075,5,5,0,0
S20,1809,Tone 2,normal008_咳-e-Tone_2.mp3,speaker008,咳,e,Tone 2,normal,learner,11,0.005364337,-0.085249935,2.007578195,2.088453349,1.826835997,0.22,109.4054698,5,5,0,0
S20,2488.5,Tone 3,normal009_五-u-Tone_3.mp3,speaker009,五,u,Tone 3,normal,learner,13,0.003902645,-0.017436149,1.84280756,1.218280432,0,0.368,178.8478637,5,5,0,1
S20,978.0999999,Tone 3,normal007_雨-y-Tone_3.mp3,speaker007,雨,y,Tone 3,normal,learner,10,0.01361973,-0.279186217,1.053027916,1.517410408,1.054524381,0.489,169.1583913,5,5,0,1
S20,1554.2,Tone 3,normal009_雨-y-Tone_3.mp3,speaker009,雨,y,Tone 3,normal,learner,12,0.003902645,-0.017436149,1.641753668,1.285694472,0.244491119,0.418,184.8160561,5,5,0,1
S20,3477.4,Tone 2,normal011_咳-e-Tone_2.mp3,speaker011,咳,e,Tone 2,normal,learner,10,0.011636851,-0.245867602,0.624356893,2.90835013,1.404899817,0.289,185.9026613,5,5,0,0
S20,1093.4,Tone 3,normal008_五-u-Tone_3.mp3,speaker008,五,u,Tone 3,normal,learner,13,0.005364337,-0.085249935,2.691895077,1.730806067,0,0.459,86.64313281,5,5,0,1
S20,2471.7,Tone 3,normal009_底-i-Tone_3.mp3,speaker009,底,i,Tone 3,normal,learner,11,0.00401111,0.00324491,0.836804706,1.417981662,0.613878891,0.425,196.1631352,5,5,0,1
